fid,lon,lat,TC,Kperc,eU,eTh,U_Th,U_K,Th_K,MDT,COD_UNI_ES,SIGLA_UNID,LS9_B6_SWIR,LS9_B5_NIR,LS9_B4_Red,LS9_B3_Green,LS9_B2_Blue,LS9_B7_SWIR2,LS9_RGB_Falsacor_1,LS9_RGB_Falsacor_2,LS9_RGB_Falsacor_3
"806",-53.6093377009346,"-30.6876235423729",0.183130311629631,0.216237455082209,0.111356789126124,0.781537888310528,0.142484185081349,0.51497456388297,3.61425770578646,314,152,NP3an,8954,15286,8067,8399,7796,8954,58,84,39
"807",-53.6081228598131,"-30.6876235423729",0.342971786054132,0.040423347860382,0.643916254576895,0.828882701498568,0.776848465304843,15.9293153254133,20.505048329036,327,152,NP3an,11122,19676,9016,9401,8269,11122,70,96,48
"808",-53.6069080186916,"-30.6876235423729",0.604263526248427,0.333765627732733,0.858756213139962,0.670535292378079,1.28070248188481,2.57293184733696,2.00900043822073,334,152,NP3an,10480,17207,8587,8988,8143,10480,66,93,40
"809",-53.6056931775701,"-30.6876235423729",0.347771643267875,0.963462966303955,0.957139548551509,0.925928824962018,1.03370747593993,0.993436781720107,0.961042465922768,339,152,NP3an,10493,21063,8582,9413,8152,10493,73,101,43
"810",-53.6190564299065,"-30.6830480169492",0.470985898541978,0.978983020172085,0.68465361640253,0.108128666773534,6.33184184020762,0.699351880773358,0.110449992027979,235,152,NP3an,9422,16266,8234,8590,7945,9422,61,88,37
"811",-53.617841588785,"-30.6830480169492",0.652435046005941,0.958325214805101,0.685678969783623,0.906626866944089,0.756296768586617,0.715497160244367,0.946053440875469,240,152,NP3an,9747,16693,8299,8702,7974,9747,64,91,40
"812",-53.6166267476636,"-30.6830480169492",0.97502669728874,0.952527897121523,0.241926604490773,0.378460645235675,0.639238471783824,0.2539837470607,0.397322373842654,263,152,NP3an,9230,17467,8177,8651,7914,9230,61,88,37
"813",-53.6154119065421,"-30.6830480169492",0.820403473547036,0.464209456919966,0.0076488830164439,0.546334112787236,0.0140003760289131,0.0164772235946986,1.17691293152916,295,152,NP3an,8835,15247,7989,8398,7778,8835,57,83,35
"814",-53.6141970654206,"-30.6830480169492",0.296092775259478,0.804578394772557,0.653645924458856,0.227077164296911,2.87851896725376,0.812407999898671,0.282231247784254,307,152,NP3an,9178,16973,8035,8498,7841,9178,58,84,39
"815",-53.6129822242991,"-30.6830480169492",0.834298571121785,0.875524790309295,0.273367896897484,0.590930377368034,0.462605930185967,0.312233188509616,0.674944197935591,314,152,NP3an,9967,19612,8422,8969,8085,9967,61,87,39
"816",-53.6117673831776,"-30.6830480169492",0.719480104048758,0.221733472576727,0.685203105831617,0.303713135626113,2.25608650221549,3.09021050303767,1.36972163966367,306,152,NP3an,9782,20153,8388,8883,7993,9782,70,97,44
"817",-53.6105525420561,"-30.6830480169492",0.635028804392543,0.894768920042083,0.183131195405916,0.0594125374182826,3.08236616989804,0.204668704180408,0.0663998671472499,274,152,NP3an,10197,16513,8974,8965,8210,10197,66,93,40
"818",-53.6093377009346,"-30.6830480169492",0.0327397376864214,0.681792005953952,0.365668440477638,0.539725161667966,0.677508603355783,0.536334303254261,0.791627295354969,278,152,NP3an,9182,16204,8042,8406,7854,9182,61,82,39
"819",-53.6081228598131,"-30.6830480169492",0.416997039031538,0.0919084267619696,0.770860660722644,0.302061265798837,2.55200102761938,8.38726858766791,3.28654592882038,293,152,NP3an,8931,15973,8014,8362,7789,8931,62,84,37
"820",-53.6069080186916,"-30.6830480169492",0.863158299856085,0.204516715644571,0.242401291969262,0.432459401728703,0.560518030132523,1.18523951064484,2.11454306004147,314,152,NP3an,8933,15134,7957,8249,7740,8933,62,85,33
"821",-53.6056931775701,"-30.6830480169492",0.458180301797104,0.917265190229955,0.812965509534889,0.182109334006869,4.46416167500906,0.886292773555575,0.198535097534024,322,152,NP3an,11417,20283,8977,9588,8422,11417,76,99,45
"822",-53.6044783364486,"-30.6830480169492",0.471833794335054,0.818706894324536,0.248160876865272,0.255154033287118,0.972592412780021,0.303113212537454,0.311654921994555,317,152,NP3an,9521,17354,8294,8609,7984,9521,60,93,36
"823",-53.6032634953271,"-30.6830480169492",0.795228340939159,0.127961702014428,0.0014015466763152,0.214378400500619,0.00653772335758776,0.0109528605375784,1.67533251844718,327,152,NP3an,11144,19726,9017,9339,8277,11144,69,98,42
"824",-53.6154119065421,"-30.6784724915254",0.150284850069209,0.298477996372185,0.670564081150418,0.0049030209316745,136.765494272814,2.24661143970647,0.0164267416401466,258,152,NP3an,10126,17704,8466,8890,8111,10126,62,88,41
"825",-53.6141970654206,"-30.6784724915254",0.0285082227105868,0.14494426769787,0.71280708338476,0.264773346798009,2.69214062519876,4.91780112940082,1.82672520275115,256,152,NP3an,9873,16497,8382,8847,8111,9873,65,92,37
"826",-53.6129822242991,"-30.6784724915254",0.310968972878135,0.691673282102953,0.387807168398955,0.839594646873122,0.461898095519372,0.560679700132224,1.21386016866291,256,152,NP3an,9553,15409,8316,8614,7993,9553,61,88,35
"827",-53.6117673831776,"-30.6784724915254",0.756678504012782,0.907878443883986,0.0948582984501749,0.143754817026711,0.659861703504164,0.104483479136659,0.158341480619052,256,152,NP3an,9876,17224,8401,8789,8017,9876,63,90,37
"828",-53.6105525420561,"-30.6784724915254",0.274608348057686,0.669854872902624,0.764252768202297,0.150879367070196,5.0653232648221,1.14092290601788,0.225241874283012,261,152,NP3an,10352,18913,8613,9191,8067,10352,72,99,46
"829",-53.6093377009346,"-30.6784724915254",0.652653672474198,0.0906996226457623,0.861832549435178,0.807099631885763,1.06781432599781,9.50205220589685,8.89859966714506,261,152,NP3an,10550,19912,8604,9456,8229,10550,78,96,48
"830",-53.6081228598131,"-30.6784724915254",0.425572167856331,0.987115785034919,0.329213247878453,0.936773169220218,0.351433259080738,0.333510265836552,0.949000292997118,283,152,NP3an,9194,16162,8118,8498,7840,9194,61,83,34
"831",-53.6069080186916,"-30.6784724915254",0.142793970955649,0.281407181263254,0.141918561864493,0.718819193713503,0.197432905389359,0.504317484818305,2.55437402303196,289,152,NP3an,9329,18362,8150,8585,7822,9329,62,89,38
"832",-53.6056931775701,"-30.6784724915254",0.772710636367221,0.86596930481761,0.312645428926549,0.894153517245291,0.349655202262971,0.361035232065643,1.03254643354087,295,152,NP3an,8803,14963,7988,8353,7742,8803,56,84,33
"833",-53.6044783364486,"-30.6784724915254",0.734835125655944,0.55533930487842,0.543506229880264,0.361809041903438,1.5021908436034,0.978692170904873,0.651509876439682,307,152,NP3an,8674,14237,7918,8225,7642,8674,50,74,38
"834",-53.6032634953271,"-30.6784724915254",0.181709259824286,0.835910287402367,0.0925791523494757,0.677520866484259,0.136643986819005,0.11075249789923,0.810518636622704,322,152,NP3an,8953,17162,8027,8438,7830,8953,63,90,37
"835",-53.6020486542056,"-30.6784724915254",0.749910317134161,0.651851040175141,0.849816637037109,0.051182528693664,16.6036469617084,1.30369760061866,0.0785187497436717,338,152,NP3an,10926,19014,8705,9138,8414,10926,71,99,40
"836",-53.6008338130841,"-30.6784724915254",0.84710120816147,0.110767066790452,0.482777827237526,0.20952644328772,2.30413793916494,4.35849608756762,1.89159512261979,336,152,NP3an,9231,17085,8121,8610,7970,9231,66,94,36
"837",-53.6117673831776,"-30.6738969661017",0.668394817898589,0.191741769288799,0.117996537606303,0.108523096314945,1.08729424070122,0.615392973810407,0.565985683335846,285,152,NP3an,9316,15689,8207,8534,7905,9316,60,86,39
"838",-53.6081228598131,"-30.6738969661017",0.757632010064763,0.8103886712292,0.26827284483284,0.315262414200878,0.850950930870886,0.331042195377587,0.389026186314632,277,152,NP3an,8775,14330,7974,8289,7731,8775,50,77,36
"839",-53.622700953271,"-30.769983",0.248511114155249,0.941622393609245,0.804677211231081,0.157562175908805,5.10704556210761,0.854564650004497,0.167330531833327,194,1871,MP1_beta_am,8699,15352,7901,8280,7708,8699,50,76,41
"840",-53.6214861121495,"-30.769983",0.0866990022246807,0.0386463757569178,0.96158705900904,0.479755830225787,2.00432594754813,24.8816878730708,12.4139927956869,195,1871,MP1_beta_am,10409,16029,8853,9009,8333,10409,58,92,32
"841",-53.620271271028,"-30.769983",0.760209938780351,0.596181229779788,0.477980838079314,0.437448492028079,1.09265627105793,0.80173748216774,0.733750863289775,201,1871,MP1_beta_am,10052,19114,8302,9221,8194,10052,68,97,41
"842",-53.6190564299065,"-30.769983",0.582491988121623,0.901066548938064,0.707416505926196,0.176798469574809,4.00125921693494,0.785087967986282,0.196210224187294,199,1871,MP1_beta_am,10924,21189,8546,9576,8312,10924,76,101,44
"843",-53.617841588785,"-30.769983",0.0081778242901345,0.639854478436874,0.0656361007628542,0.844190714911013,0.0777503230058305,0.102579731759008,1.31934798201822,195,1871,MP1_beta_am,11271,20372,8878,9637,8423,11271,77,100,48
"844",-53.6166267476636,"-30.769983",0.391052143271895,0.570668840016717,0.798374831291596,0.75931535352001,1.0514403898071,1.39901598844648,1.33057090255316,195,1871,MP1_beta_am,10837,20144,8655,9394,8195,10837,69,85,46
"845",-53.6154119065421,"-30.769983",0.488154806766142,0.231256938885034,0.154694751573157,0.724835867232691,0.213420387381984,0.668930205160509,3.13433132310478,201,1871,MP1_beta_am,9585,17729,8262,8713,7976,9585,66,88,41
"846",-53.6141970654206,"-30.769983",0.844820138751026,0.0725797830861017,0.207518403237963,0.302986721905994,0.684909232762842,2.85917640442357,4.17453330697557,218,1871,MP1_beta_am,8515,14803,7835,8159,7656,8515,54,81,26
"847",-53.6129822242991,"-30.769983",0.440956099062245,0.932573079862337,0.32732048302415,0.57359892631509,0.570643472307244,0.3509864160699,0.615071288997279,226,1871,MP1_beta_am,11467,21092,9170,9564,8453,11467,74,104,44
"848",-53.6117673831776,"-30.769983",0.773656174569182,0.0143091830275833,0.326907432500029,0.686447050375023,0.476231097972424,22.8459886123381,47.9724837575831,224,1871,MP1_beta_am,11438,23006,8904,9866,8420,11438,76,102,57
"849",-53.6105525420561,"-30.769983",0.203164258982146,0.182349384606289,0.144500730136032,0.110990214934774,1.30192314899968,0.792438814356428,0.608667888703947,237,1871,MP1_beta_am,10071,16924,8629,8787,8063,10071,60,90,38
"850",-53.6093377009346,"-30.769983",0.861008217238237,0.581826646570715,0.0831441306998945,0.793448724450254,0.104788284532818,0.142901895590286,1.36372015466607,244,1871,MP1_beta_am,10370,19971,8610,9336,8190,10370,67,103,42
"851",-53.6081228598131,"-30.769983",0.0747536444584419,0.940176202926333,0.122988252922721,0.501169275283317,0.245402619410765,0.130814045856421,0.533058881647301,237,1871,MP1_beta_am,9430,18426,8272,8699,7938,9430,58,99,33
"852",-53.6190564299065,"-30.7654074745763",0.636302357757068,0.9378992891552,0.135115457223974,0.515016600631757,0.262351654409259,0.144061797238035,0.549117167042158,206,1871,MP1_beta_am,10630,18373,8908,9000,8134,10630,71,95,43
"853",-53.617841588785,"-30.7654074745763",0.186927308107727,0.659483303218217,0.658970179664928,0.693741361995757,0.949878752751891,0.999221930940806,1.05194681747114,199,1871,MP1_beta_am,11066,19108,8981,9182,8254,11066,69,90,47
"854",-53.6166267476636,"-30.7654074745763",0.213488624134678,0.632593410808484,0.792883655171056,0.0796727014599433,9.95176064877994,1.2533858899316,0.12594614502563,196,1871,MP1_beta_am,11186,19452,9095,9263,8306,11186,80,98,48
"855",-53.6154119065421,"-30.7654074745763",0.561981145896106,0.209505885663843,0.94819548454827,0.878490537621203,1.07934626947242,4.52586561730142,4.19315445405081,194,1871,MP1_beta_am,10864,18592,8916,9239,8274,10864,77,96,50
"856",-53.6141970654206,"-30.7654074745763",0.259376682947503,0.360745132617951,0.19971265345562,0.0432784004665058,4.614603388824,0.553611498528871,0.11996946473659,197,1871,MP1_beta_am,9341,16757,8170,8594,7914,9341,63,86,44
"857",-53.6129822242991,"-30.7654074745763",0.425052341877707,0.496282772992664,0.050567299951271,0.513076840111591,0.0985569723635799,0.10189211212459,1.03383971403572,216,1871,MP1_beta_am,8742,14327,7964,8280,7722,8742,50,76,37
"858",-53.6117673831776,"-30.7654074745763",0.648895918353579,0.666839268284744,0.693112874531305,0.956935787927672,0.724304476094787,1.03940020856022,1.43503214858525,212,1871,MP1_beta_am,9898,17639,8489,8794,8001,9898,63,89,42
"859",-53.6105525420561,"-30.7654074745763",0.296639175093528,0.365875626889076,0.675177353032505,0.199519331645414,3.38401972111871,1.84537395609903,0.545320095087676,213,1871,MP1_beta_am,8924,15355,7973,8317,7783,8924,53,79,32
"860",-53.6093377009346,"-30.7654074745763",0.838783371417429,0.663828718321702,0.353891638823002,0.705976316988369,0.501279760109619,0.533106852800394,1.06349167715013,225,1871,MP1_beta_am,8784,14046,8074,8312,7763,8784,52,78,31
"861",-53.6081228598131,"-30.7654074745763",0.525187264231245,0.671213584262888,0.447364512174446,0.384646381091362,1.16305400015758,0.666500980706062,0.573061079378738,221,1871,MP1_beta_am,11072,18502,8964,9270,8293,11072,65,91,44
"862",-53.6069080186916,"-30.7654074745763",0.680546989511421,0.11993324417598,0.837271564540934,0.751433435197809,1.11423251258514,6.98114663947881,6.26543074324929,214,1871,MP1_beta_am,9199,16460,8099,8437,7797,9199,56,84,36
"863",-53.6056931775701,"-30.7654074745763",0.863409374322713,0.0902550713603187,0.290319409828156,0.827671116372789,0.350766631920733,3.21665481454372,9.1703557916268,213,1871,MP1_beta_am,8856,15219,7956,8346,7772,8856,53,81,33
"864",-53.6044783364486,"-30.7654074745763",0.553809411899792,0.553169967543628,0.716634942504249,0.473120925613548,1.51469720257017,1.29550587441775,0.855290332760579,216,1871,MP1_beta_am,9381,17630,8095,8593,7932,9381,61,89,41
"865",-53.6032634953271,"-30.7654074745763",0.994703116443767,0.255542177826908,0.960074980236119,0.176971717691986,5.42501927854428,3.75701181073297,0.692534278282069,222,1871,MP1_beta_am,9379,19070,8146,8685,7865,9379,62,90,42
"866",-53.6166267476636,"-30.7608319491525",0.0872034909929583,0.0776867586861065,0.696661404375198,0.420846342289389,1.65538186832131,8.96756945659246,5.41722102205112,230,1871,MP1_beta_am,8681,12366,7897,8200,7714,8681,52,68,29
"867",-53.6154119065421,"-30.7608319491525",0.959307617945582,0.189920919109542,0.428909010023584,0.142930009110425,3.00083245424141,2.25835580427135,0.752576439607405,218,1871,MP1_beta_am,8893,16330,7940,8359,7749,8893,55,76,35
"868",-53.6141970654206,"-30.7608319491525",0.240840124039184,0.68295594328131,0.0915634974768788,0.68089539364797,0.1344751313213,0.134069405761308,0.996982895231221,210,1871,MP1_beta_am,9125,14737,8193,8489,7973,9125,58,83,41
"869",-53.6129822242991,"-30.7608319491525",0.800646817858131,0.0415990615937167,0.381383376914672,0.247082527073391,1.54354652849001,9.16807644940428,5.93961780884767,203,1871,MP1_beta_am,9584,14269,8537,8680,7978,9584,52,79,36
"870",-53.6117673831776,"-30.7608319491525",0.0685733728933365,0.902540658370048,0.932321362213627,0.927934915897351,1.00472710557726,1.03299652327837,1.02813641390202,232,1871,MP1_beta_am,8609,14679,7862,8201,7643,8609,46,70,34
"871",-53.6105525420561,"-30.7608319491525",0.284705084512612,0.359742090490355,0.37218386197114,0.0133760723446351,27.8245999559367,1.03458525374061,0.037182394549391,253,1871,MP1_beta_am,9474,20492,8243,8783,7919,9474,60,85,46
"872",-53.6093377009346,"-30.7608319491525",0.120598874189167,0.198843208439943,0.895220898863408,0.134351426987168,6.66327793413695,4.50214470932656,0.675665153671801,261,1871,MP1_beta_am,9427,15622,8151,8464,7829,9427,57,82,40
"873",-53.6081228598131,"-30.7608319491525",0.948310187654361,0.896805122505618,0.312756642514927,0.22212538027534,1.40801848995033,0.348745379197996,0.247685226925037,259,1871,MP1_beta_am,10857,18106,8800,9145,8380,10857,64,90,43
"874",-53.6069080186916,"-30.7608319491525",0.604342756305675,0.964983410171451,0.025140504305481,0.680904020150526,0.036922243901458,0.0260527839551296,0.705612151435379,256,1871,MP1_beta_am,11430,18616,8921,9300,8297,11430,75,95,46
"875",-53.6056931775701,"-30.7608319491525",0.488739282936741,0.289274334995644,0.989922058066533,0.384166364073553,2.57680565151456,3.42208740392209,1.32803473242567,250,1871,MP1_beta_am,10742,18367,8699,9057,8259,10742,75,95,46
"876",-53.6044783364486,"-30.7608319491525",0.298392286953948,0.333397623256587,0.0689961070759836,0.161106748340357,0.428263296148348,0.206948407136314,0.483227045132134,243,1871,MP1_beta_am,11552,19745,9095,9490,8527,11552,74,96,47
"877",-53.6032634953271,"-30.7608319491525",0.335101182509271,0.47207267665771,0.792212928007937,0.805560249093774,0.983431008294101,1.67815882422349,1.70643269336655,232,1871,MP1_beta_am,9997,19704,8382,8870,8090,9997,72,96,46
"878",-53.6020486542056,"-30.7608319491525",0.858546442624322,0.836209724247549,0.837925818048536,0.0860542575370005,9.73718026314103,1.00205222894595,0.102909898129246,223,1871,MP1_beta_am,9059,15622,8063,8403,7894,9059,58,77,32
"879",-53.6008338130841,"-30.7608319491525",0.169902423419068,0.128153479446811,0.802664471265598,0.978072531421623,0.820659455693873,6.26330611334464,7.63204039128382,229,1871,MP1_beta_am,9550,14684,8405,8547,7950,9550,66,85,40
"880",-53.5996189719626,"-30.7608319491525",0.0102641592282735,0.0215735121860713,0.321876682656046,0.270016813198502,1.19206163069342,14.9199944765536,12.5161267608913,223,1871,MP1_beta_am,8983,15016,8020,8469,7797,8983,53,76,30
"881",-53.5984041308411,"-30.7608319491525",0.654227341213207,0.301650490745342,0.762480494111426,0.187870041940698,4.05855284980511,2.5276951886517,0.622807015750227,245,1871,MP1_beta_am,8967,16153,8018,8389,7800,8967,53,81,33
"882",-53.5971892897196,"-30.7608319491525",0.600513394619817,0.393594522261137,0.180173582649971,0.308250610078882,0.58450357196005,0.457764456717799,0.783167937165467,259,1871,MP1_beta_am,8866,16465,7909,8282,7741,8866,55,88,43
"883",-53.6129822242991,"-30.7562564237288",0.619332076005756,0.0806699273830245,0.313728412623341,0.352095522179008,0.891032100271469,3.88903799471325,4.36464409478445,250,1871,MP1_beta_am,8792,13788,7847,8274,7727,8792,48,77,31
"884",-53.6117673831776,"-30.7562564237288",0.529960985523136,0.633560879375073,0.953130607983065,0.462260240033648,2.06189182074947,1.50440255863526,0.729622448421387,247,1871,MP1_beta_am,8728,13058,7886,8209,7702,8728,48,72,36
"885",-53.6105525420561,"-30.7562564237288",0.812494037069449,0.766672271258,0.739842408895465,0.662445002880453,1.11683597231238,0.965004783180027,0.864052382895595,266,1871,MP1_beta_am,8969,14569,7929,8325,7709,8969,53,78,38
"886",-53.6093377009346,"-30.7562564237288",0.990669154995031,0.184474616094709,0.245148323387252,0.0674520460393349,3.63440900286839,1.32890003284459,0.365644051562656,271,1871,MP1_beta_am,8666,15443,7882,8208,7715,8666,55,81,36
"887",-53.6081228598131,"-30.7562564237288",0.825641921304468,0.479010573396132,0.553322948623507,0.570461520937786,0.969956654944746,1.15513723361158,1.19091634427457,279,1871,MP1_beta_am,9454,18127,8167,8581,7876,9454,59,85,37
"888",-53.6069080186916,"-30.7562564237288",0.648077651116226,0.702932005034266,0.923174500503306,0.537461636404466,1.7176565506688,1.31331977188648,0.764599751548183,265,1871,MP1_beta_am,9644,16442,8392,8666,7920,9644,49,82,29
"889",-53.6056931775701,"-30.7562564237288",0.6175116561961,0.9089400151226,0.524524273626088,0.725153406385712,0.723328703977833,0.577072485421757,0.797801168746984,266,1871,MP1_beta_am,8621,14534,7870,8210,7689,8621,46,79,26
"890",-53.6044783364486,"-30.7562564237288",0.340281853350109,0.867562997238119,0.954738556072704,0.154256513585589,6.18929167968631,1.10048326071087,0.177804394697173,257,1871,MP1_beta_am,9147,16997,8168,8521,7913,9147,66,93,42
"891",-53.6032634953271,"-30.7562564237288",0.826743756826537,0.144378926979182,0.0901055637569592,0.0327793889603205,2.74884818219254,0.624090825733533,0.227037211358739,249,1871,MP1_beta_am,10028,17661,8509,8844,8013,10028,64,86,37
"892",-53.6020486542056,"-30.7562564237288",0.699394382558281,0.964286448925073,0.189754770430615,0.887514560101915,0.213804684408586,0.196782574972553,0.920384768541818,246,1871,MP1_beta_am,9161,16471,8111,8462,7860,9161,57,81,33
"893",-53.6008338130841,"-30.7562564237288",0.690646379001243,0.585312627172689,0.779061021381305,0.238968812410213,3.26009496186461,1.3310169390066,0.408275511779978,240,1871,MP1_beta_am,11304,18317,9189,9348,8310,11304,64,90,43
"894",-53.5996189719626,"-30.7562564237288",0.35222040800052,0.589385103386596,0.0908714167624095,0.985652851620481,0.092194139765345,0.154180036516471,1.67234096341583,235,1871,MP1_beta_am,8855,13943,8080,8308,7774,8855,51,77,30
"895",-53.5984041308411,"-30.7562564237288",0.110063511365532,0.772552814329771,0.237688126164019,0.677671806621078,0.350742238118404,0.307665860191352,0.877185085668211,230,1871,MP1_beta_am,9342,16852,8146,8556,7905,9342,62,88,41
"896",-53.5971892897196,"-30.7562564237288",0.286280623925131,0.0306057605562147,0.388092266525105,0.47144560615039,0.823196274314845,12.6803666849671,15.4038193327844,227,1871,MP1_beta_am,9401,15606,8234,8508,7842,9401,56,82,35
"897",-53.5959744485981,"-30.7562564237288",0.13223970227483,0.481168061166746,0.530328751922252,0.0202904925524922,26.1368101612257,1.102169480319,0.0421692422878015,240,1871,MP1_beta_am,9013,15998,8013,8337,7720,9013,57,83,36
"898",-53.5947596074766,"-30.7562564237288",0.477975268606307,0.356382678572191,0.458011983740627,0.213171916452568,2.14855686134687,1.28516903676577,0.598154538000046,257,1871,MP1_beta_am,9137,17014,8066,8442,7847,9137,64,91,40
"899",-53.5935447663551,"-30.7562564237288",0.193621069870451,0.516170640505131,0.952117486136007,0.742433417492692,1.28242811234366,1.84457892685305,1.43834879249648,272,1871,MP1_beta_am,9589,19355,8228,8821,8093,9589,67,94,43
"900",-53.5923299252336,"-30.7562564237288",0.390508379679561,0.834822797493839,0.904543626810419,0.573353190871826,1.57763773047987,1.08351572276881,0.686796278914577,264,1871,MP1_beta_am,9554,17041,8206,8657,8010,9554,62,89,36
"901",-53.5911150841121,"-30.7562564237288",0.987017187552097,0.745058660833199,0.903361476890435,0.321214510223423,2.81233085100077,1.21247027164305,0.431126469779183,271,1871,MP1_beta_am,10293,20912,8508,9046,8242,10293,71,97,50
"902",-53.5899002429907,"-30.7562564237288",0.634028275729342,0.737802519549287,0.4375578298229,0.291133811027197,1.50294405269893,0.593055483315776,0.394595848229207,257,1871,MP1_beta_am,11386,20373,9343,9447,8431,11386,67,93,46
"903",-53.6105525420561,"-30.7516808983051",0.817689050357542,0.151264338493351,0.0012350002806934,0.83580934181677,0.00147761004681872,0.00816451711615878,5.52548836124722,285,1871,MP1_beta_am,9893,17452,8348,8754,7986,9893,67,95,37
"904",-53.6093377009346,"-30.7516808983051",0.440913866570423,0.303467684980685,0.669949315745525,0.787375310070971,0.850864012595389,2.20764631261535,2.59459358949895,298,1871,MP1_beta_am,11074,20098,9040,9474,8341,11074,73,101,43
"905",-53.6081228598131,"-30.7516808983051",0.41228134636248,0.631663436656446,0.045078592884302,0.0547044821073958,0.824038381275665,0.0713648919160406,0.0866038445995235,297,1871,MP1_beta_am,11122,19928,8931,9403,8329,11122,75,103,45
"906",-53.6069080186916,"-30.7516808983051",0.385092670832475,0.977406204042462,0.141792090058826,0.463819441883894,0.305705361299452,0.145069766768808,0.474541127287283,291,1871,MP1_beta_am,11354,19579,9043,9610,8552,11354,69,96,43
"907",-53.6056931775701,"-30.7516808983051",0.0039781897336876,0.714316343690017,0.864839238223124,0.774757121938431,1.11627142717876,1.2107230162977,1.0846134612239,283,1871,MP1_beta_am,10696,18715,8674,9101,8131,10696,72,92,43
"908",-53.6044783364486,"-30.7516808983051",0.123563178965445,0.924468591165083,0.700074896208372,0.572621149645408,1.2225795303612,0.757272775839887,0.619405737650588,276,1871,MP1_beta_am,11477,17648,9394,9452,8388,11477,67,85,37
"909",-53.6032634953271,"-30.7516808983051",0.426731399163502,0.0890819131712381,0.683013634159557,0.922874728794253,0.740093549914323,7.66725376504466,10.3598440574604,275,1871,MP1_beta_am,10080,19477,8476,8911,8112,10080,76,92,45
"910",-53.6020486542056,"-30.7516808983051",0.690351638555436,0.857566653425495,0.20289084810263,0.187838245133123,1.08013598593215,0.236589012984816,0.219036321413403,268,1871,MP1_beta_am,10688,18704,8805,9176,8203,10688,71,95,43
"911",-53.6008338130841,"-30.7516808983051",0.402985881692843,0.0694194759656986,0.925932581316373,0.867984742756164,1.06676135616878,13.3382248776106,12.5034758715991,263,1871,MP1_beta_am,8673,13529,7963,8288,7798,8673,54,81,28
"912",-53.5996189719626,"-30.7516808983051",0.935412202694497,0.9702915350896,0.380702743317573,0.833495829707181,0.456754226894356,0.392359130786829,0.859015872616278,262,1871,MP1_beta_am,9117,13578,8131,8423,7874,9117,53,80,27
"913",-53.5984041308411,"-30.7516808983051",0.457958191103305,0.792538620788739,0.474620876366022,0.0192568015558729,24.6469215040165,0.598861511497921,0.0242976191326909,251,1871,MP1_beta_am,8818,14035,7999,8292,7774,8818,58,85,32
"914",-53.5971892897196,"-30.7516808983051",0.257586676877954,0.666680732525799,0.131330384131738,0.171873728826603,0.764109704422788,0.196991419917263,0.257805153863438,242,1871,MP1_beta_am,9408,16458,8199,8598,7908,9408,62,89,38
"915",-53.5959744485981,"-30.7516808983051",0.469400129762305,0.878227753665587,0.10827728966992,0.409007698923498,0.264731666310693,0.123290671716975,0.465719395927039,242,1871,MP1_beta_am,8645,14155,7946,8212,7683,8645,50,76,29
"916",-53.5947596074766,"-30.7516808983051",0.507446687569362,0.491238130836002,0.0230654662657719,0.268670650859058,0.0858503382934514,0.0469537375417468,0.546925480727295,247,1871,MP1_beta_am,8918,14891,8062,8388,7766,8918,55,81,34
"917",-53.5935447663551,"-30.7516808983051",0.581748976038757,0.123594661532499,0.543801978240901,0.882670876462208,0.616086916134005,4.39988241804367,7.14165859202674,258,1871,MP1_beta_am,9177,16465,8182,8490,7819,9177,60,86,39
"918",-53.5923299252336,"-30.7516808983051",0.554423678795872,0.830323324135144,0.986529344082803,0.275864889318624,3.57613231071012,1.18812673979785,0.332237914195608,268,1871,MP1_beta_am,9175,15545,8099,8424,7797,9175,54,80,32
"919",-53.5911150841121,"-30.7516808983051",0.919732484287559,0.924018603149791,0.966030755498861,0.823381108717798,1.17324862724043,1.04546678195207,0.891087155508623,276,1871,MP1_beta_am,8461,13855,7827,8115,7663,8461,49,75,28
"920",-53.5899002429907,"-30.7516808983051",0.749358270889362,0.157991607484888,0.304616093724144,0.756191410189521,0.402829349314877,1.92805237299254,4.78627581697244,274,1871,MP1_beta_am,8708,14673,7922,8248,7735,8708,51,76,37
"921",-53.5886854018692,"-30.7516808983051",0.47946977503771,0.223456529155974,0.2496233126322,0.451875126143071,0.552416581905783,1.1171001070099,2.02220596484634,286,1871,MP1_beta_am,8858,14531,7952,8295,7798,8858,49,74,34
"922",-53.5874705607477,"-30.7516808983051",0.893145653771864,0.143637496091688,0.358987349733904,0.549123341596225,0.653746294394221,2.4992593125179,3.82298046497346,280,1871,MP1_beta_am,10276,17604,8595,8929,8145,10276,64,91,40
"923",-53.5862557196262,"-30.7516808983051",0.848095129268959,0.493458732197722,0.896178552341936,0.169223570811457,5.29582580041658,1.81611651363553,0.342933582424987,266,1871,MP1_beta_am,9679,17061,8271,8676,7988,9679,59,85,38
"924",-53.5850408785047,"-30.7516808983051",0.702609909617698,0.0408260432508805,0.198995617788227,0.197589374308491,1.00711699950798,4.8742322777982,4.83978751245333,263,1871,MP1_beta_am,9453,14567,8102,8449,7842,9453,57,83,36
"925",-53.5838260373832,"-30.7516808983051",0.336166997677356,0.440436745429288,0.81193102099124,0.741998141768704,1.09424939940663,1.84346794271187,1.68468718713623,268,1871,MP1_beta_am,10115,17939,8454,8787,7931,10115,60,86,39
